review_id,rating,title,content,date,developer_response,user_name
10486364617,5,My favourite podcast!,"One of my favourite podcasts ever! Amanda is a wealth of knowledge and experience, and I’ve learned so much from this podcast. Thank you for all the content you create & for this free resource that is helping so many women and practitioners!",2023-10-17 16:03:11-07:00,,MelindaRD
9707583093,5,So informative & Liberating,What a fantastic podcast. I’ve learned so much and implemented this knowledge into my life and I’m seeing benefits. It’s only early days but this makes so much sense to me. The content is delivered in such an easily digestible way. Thank you for all the free content I’ve been devouring all the episodes!,2023-03-12 18:27:39-07:00,,Hayley Lewkowski
8150590784,5,Liberating,I have learnt so much and love that we as women can understand our bodies and learn to love and nourish it. These podcasts are very informative and enlightening!,2021-12-20 07:56:17-07:00,,Kikimalili
8149463877,5,Best of 2021,"Easily my favorite podcast of 2021! It’s been an incredible resource to help me learn and unlearn everything I need to know about healing my relationship with food, my body and hormones. Fun, easy listening and you’ll always leave learning something new that’s simple to implement into your life.",2021-12-20 00:59:22-07:00,,Anna SaySay
8148357316,5,A+,Great podcast easily explaining complex health issues. Debunking myths about hormonal problems really help when your struggling! Big love from Australia 💖,2021-12-19 16:00:56-07:00,,Raaqua
7614279063,5,"Super informative, easy listening!","I love this podcast so much, and I get excited every week for a new one to come out. Amanda and Emily do a wonderful job of breaking down really complex information to make it understandable. I’m always learning something new and I can’t wait to hear more",2021-07-24 16:13:13-07:00,,B_ritt33
7600389563,5,Great podcast,I have listened to everyone of your episodes so far! They have been packed full of practical tips and information that’s helped me so much on my health journey! I highly recommend listening to these guys if you want a radically transformational perspective on how to support your body’s wellbeing.,2021-07-20 22:28:53-07:00,,Wilsonwillows
7599532541,5,Such an informative podcast,Love this podcast. Each episode is so informative and the girls do a great job in providing the information in a way that everyone can understand. I’m learning so much about the inner workings of my body. I look forward to each episode that is released.,2021-07-20 16:56:21-07:00,,smullerrr
7599245410,5,Fantastic podcast - definitely worth the listen,"The ‘Are You Menstrual Podcast’ with Amanda and Emily, has provided me with such valuable and knowledgeable information to support my health. I really look forward to the releases each week!",2021-07-20 14:43:11-07:00,,katkutiii
7599048864,5,Awesome easy to digest information,"Absolutely love this podcast. I love the way it has been set up and each episode is small but detailed enough to give you a really good understanding of the topic. I love that Amanda and Emily have appreciated whilst Instagram is amazing for sharing content, the little library they are establishing on their podcast just makes information so much easier to search for. I am always so keen for the next episode to be released to see what else I can learn…or unlearn 😏",2021-07-20 13:12:53-07:00,,Jaals88
