review_id,rating,title,content,date,developer_response,user_name
9697361447,5,Love,"Fairly new to the show but I keep coming back to listen to more and it does not disappoint! I have recommended the podcast to clients, coworkers, friends and family. Looking forward to more episodes!",2023-03-09 20:52:39-07:00,,MegoPolo
9665691108,3,Too much background noise.,"Not literally. But 6 minutes into the second podcast she was still going on about mercury retrograde and that she doesn’t enjoy being cold. If I have limited time to listen to podcasts, I really need them to be a bit more to-the-point.",2023-02-28 13:50:33-07:00,,Holistic Mamma
9557852759,5,INCREDIBLE,"By far the best podcast for women’s health. Alex is an amazing host, she’s so knowledgeable, energetic, and likeable! Cannot recommend enough.",2023-01-28 14:01:55-07:00,,Willkresky
9456560471,2,Very one sided,Really wish that there was more back and forth in the conversations. I feel like every comment the guest gives is responded to by “ I love that”. It makes for a very one sided boring conversation.,2022-12-31 15:01:01-07:00,,mlee171717
9378515799,5,Alex is wonderful,"I love listening to Alex and her guests discuss holistic health. Learning about women’s health can be very overwhelming on your own, but these discussions bring me back to the foundations of health. I always feel inspired and enlightened after listening to a new episode!",2022-12-09 12:19:14-07:00,,EmilyStewartt
9309349624,5,a must listen!,I love the holistic women’s health podcast! Alex is so intelligent and personable & her interviewees are always amazing!,2022-11-20 04:36:32-07:00,,danafiorino
8553981700,5,Wonderful Podcast for People Experience Hormone Imbalance,"This podcast has truly helped me regain control and confidence of my health and happiness. Thank you Alex for making this information affordable and accessible, I really appreciate it.",2022-04-10 16:21:39-07:00,,chloe_1516
8109554896,5,Awesome podcast!!!,I can hardly wait for the weekly podcast to get released.  Alex is so knowledgeable and easy to listen to.  I’m learning so much about women's health and hormones.  Keep them coming!!,2021-12-08 15:19:45-07:00,,Tara7799
7554423229,5,Really Enjoyed Listening To This Podcast!,"I am a big believer in health and wellness, however I knew that I needed to educate myself more on Women's Health. The Holistic Women's Health Podcast provides a wide variety of topics on women's health. I learned a lot listening to a couple of episode regarding your period and PMS type and will be adjusting my diet accordingly. Keep up the fantastic work!",2021-07-08 13:15:32-07:00,,MakintheBacon
10571855950,5,Very powerful,"This episode with Kel Cal is an incredible guide   to healing and self-empowerment after a toxic relationship. Her insights on self-worth, love, and trust are incredibly valuable. If you're on a journey to self-improvement, this episode is a must-listen.",2023-11-10 14:17:33-07:00,,beth oehn
10273623193,5,Amazing podcast,"This pod cast fills my cup, it is so fulfilling and beautiful. It’s all I have been looking for. I haven't heard an episode yet, that doesn’t give me so much knowledge on a lot of the things that align with who I am! LOVE IT! Thank you for all that you talk about .",2023-08-18 13:44:27-07:00,,Noble Victoria
10273046161,5,Love this podcast!,"I love Alex’s podcast because she highlights the importance of women’s health while talking with other wellness experts. My favorite thing about this podcast is the diverse set of topics discussed — manifestation, hormones, nutrition, personal development — Alex talks about it all!",2023-08-18 09:56:54-07:00,,jillie091738
9737498360,5,I love this podcast,"Let me just say that this podcast is my go to podcast for learning about Holistic Health. If you think you know a lot already, this podcast will continue to teach you something new. I love how passionate every guest speaker is and I love the creator!! It’s amazing to receive such knowledge and support through a podcast.",2023-03-21 12:02:49-07:00,,AshleyNovaNicole
9688460294,5,Information every person needs!,"I am a big proponent of natural healing and as a functional health coach support women struggling with migraine pain and symptoms.  Podcast #74, The Beginners Guide to Good Health with Emily Dawson resonated so much with what I teach my clients in the FFM protocol ™ …talking about how our gut affects every aspect of our life.  Like many of my clients I struggled with gut health issues for years and once I focused energy and healing there, I saw a dramatic shift in my life.  A must listen for anyone with digestive issues.",2023-03-07 04:47:36-07:00,,Debbie Waidl
9547257532,1,Only made it 8 minutes,Couldn’t keep listening after the guest kept saying “people with periods” 🥴,2023-01-25 16:00:33-07:00,,killa 2410
9215221323,5,Amazing resource!,I came across this podcast after being recently diagnosed with PCOS. I’ve learned so much and love how soothing Alex voice is 💓,2022-10-23 14:25:13-07:00,,MarMangi
9197425417,5,Amazing!,"I am in love with this podcast. I am 39 and have had struggles with horrible hurtful periods. I have been off the pill since the birth of my son nearly 17 years ago. I’ve never taken an interest in women’s health but thought now was a great time to start a journey of understanding my body. I’ve been following this podcast for a couple months now and have implemented much of what I have learned.  I truest believe because of this guidance I have had my first pain free period and have lost 15+ pounds. No more brain fog, no more mood disruptions, my body and mind feel amazing. So with that said I highly recommend listening and letting all of this amazing information sink in.",2022-10-18 07:59:32-07:00,,KJMcElroy
9154373829,5,Fantastic podcast - highly recommend!,"If you are looking for women’s health info with the holistic approach, this is your podcast! Alex and her guests provide wonderful episodes that are engaging and informative. Highly recommend you subscribe and listen!",2022-10-05 10:08:04-07:00,,DrPotterPDX
9147712597,5,I absolutely love this show!!,"Everything about this podcast is fabulous and I always look forward to the next episode. Alex, her guests, her knowledge, passion - all of it. If you are looking for an informative and interesting show on holistic women's health this is a great show to tune in to. :)",2022-10-03 10:25:37-07:00,,asappfergg
8646938764,5,Invaluable podcast for Women!,"This podcast has been my saving grace. It’s motivated me to finally feel confident to get off the pill as someone with endometriosis who’s been on it for 9 years. There’s so much I learned and as someone in the health field, no one talks about women's health like this podcast does. I’m finally learning about my cycle after not having one since I was 14 years old and I’m now 23. This is my go to podcast thank you!",2022-05-07 09:11:57-07:00,,KaitlynBD
8615161804,5,Great podcast!,I listen to this podcast every week and I love learning all the new information with the wide array of topics that are covered. Definitely recommend!,2022-04-28 07:42:09-07:00,,Blynnadams
8611621981,5,Occupying A Very Needed Space In Women’s Health!,Love the podcast and all topics covered 🌟,2022-04-27 06:48:37-07:00,,Tawana J
8373483573,5,Great Podcast,"I love listening to this podcast. It is very informative and thought provoking. It would be awesome Alex, if you could do an episode on fibroids and how it relates to hormones and genetics.",2022-02-19 08:01:41-07:00,,Caboodles186
8077559903,5,My Fav!!,Listening to your podcast gives me soooo much inspo for my personal life as well as my business as a women’s health coach who focuses on the endocrine and reproductive systems. You’re so freaking cool and amazing and I literally cannot go more than a week without listening to you 🤗,2021-11-29 13:41:42-07:00,,isis87
