review_id,rating,title,content,date,developer_response,user_name
10042786770,5,Life-changing,Dr Heidi and her podcast helped me realise I had many toxic relationships. Not only that but she has helped me start to develop the tools to heal. I can’t thank you enough Dr Heidi!!!,2023-06-17 03:47:25-07:00,,Beautiful Anonymous listener
8947661388,1,Toxic mother,"What an ungrateful daughter. She is the toxic one. Imagine bringing up a daughter who encouraged her children to distance themselves from their own grandmother.
This young woman has a huge chip on her shoulder, hateful, nasty person.
She is not kind, or a giving woman. 
Mothers should be treated with absolute respect. Yes her mother is dead to her. Karma will come back.",2022-08-05 06:56:01-07:00,,Kerry Hodges
6533762726,5,Absolutely brilliant,"Love love Dr Heidi’s wisdom and clarity of articulating her sessions. 
Please change the music though it’s dreadful and doesn’t reflect the beautiful podcast.",2020-10-14 03:48:35-07:00,,ng2025!
6532728632,5,Listener from Oz,"Great podcast - I grew up in a dysfunctional family which lead to numerous dysfunctional relationships: 
I’m so f...ked up now I’ve become a recluse. 
We are addicted to the chemical oxytocin, dopamine, endogenous opioids - cognitive dissonance  - it’s no wonder we are confused

Love listening to trucker from down under btw 
He’s very brave, not many men are so reflective",2020-10-13 19:24:33-07:00,,drum to a different beat
5307299381,5,Christopher,"Awesome help I’ve received ,back and forth leaving and returning to a toxic relationship for 10 years now I’ve been away for 10 months but have gone no talking only texting after 28yrs of a very difficult marriage, and it’s working I’m becoming more clear in my mind and thinking.
I’m 5000klm away and feel  safe thanks for your podcasts.",2019-12-22 21:13:01-07:00,,malesurviver
4717901952,5,Hopeful,"I grew up in a toxic relationship and made the decision to leave another toxic relationship of 9 years yesterday. 
I am petrified, but this has helped slow down my crying, believe I probably have made the right decision and try to look to the future with a brighter light. 
Am very grateful, but still very frightened! Thankyou Heidi.",2019-09-02 19:34:00-07:00,,Diannimal
11085789970,5,Awesome support,"Excellent resource. I have listened to this podcast through a tough relationship and found the information so helpful. I was ready to go to a conference but then Covid hit and I didn’t get to go. Thankfully, I am no longer in that relationship but I still enjoy listening to these podcast and it keeps me aware of red flags.",2024-03-25 17:32:00-07:00,,ccameron1121
10834431293,5,WOW!!!,"I am listening to episode 209 right now and I feel like a bobble head because I'm agreeing with everything you are saying and I am absolutely gobsmacked. I feel seen and I feel heard. I am still upset I was discarded by him and it's my ego talking, but I'll keep listening to your episodes. Thank you SO much!!!!",2024-01-17 20:11:47-07:00,,Madelchan
9963557505,4,Excellent and straight forward,I have really enjoyed listening. There’s no bells and whistles just right to the heart of what is being talked about. Her life experience sheds light on so much and you feel safe listening! It’s more about learning how to take care of yourself than deal with toxic people. You don’t need a present toxic person to get sooo much from this podcast! It applies to everything!,2023-05-25 04:36:44-07:00,,GeeL1234
9110125785,5,Glad I found you!,"I am so happy to have found this podcast. It hits the nail on the head every.single.time! I also love that you are involved in both the private group and actually respond to messages-great job, and thank you so much for your time and hard work!!!
I also love there are no commercials or advertisements throughout the podcast.",2022-09-22 06:04:59-07:00,,courtgirl15
